,NAME,temp_mean,month,year,temp_mean_full,temp_difference,rain_mean,rain_mean_full,rain_difference,Cost_o_C,Slope,temp_difference_abs,rain_difference_abs,production,total use,ending stock,interaction,dummy
618,South Dakota,17.96861583,6,2014,19.11597217,-1.147356341,161.335774,101.0350744,60.30069961,-1.25,0,1.147356341,60.30069961,13935,13385,1726,69.18639004,1
619,Wisconsin,19.08989098,6,2014,18.29192744,0.797963542,171.0461308,136.144992,34.90113881,-1.25,0,0.797963542,34.90113881,13935,13385,1726,27.84983635,1
620,Illinois,21.96979612,6,2015,22.78324396,-0.813447838,242.100737,140.5203798,101.5803572,15.5,1,0.813447838,101.5803572,13630,13760,1771,82.63032196,1
621,Indiana,21.6130611,6,2015,22.27126271,-0.658201611,240.7533903,143.8606164,96.89277392,15.5,1,0.658201611,96.89277392,13630,13760,1771,63.77497993,1
622,Iowa,20.80638053,6,2015,21.3182691,-0.511888565,164.8633439,156.4125354,8.450808431,15.5,1,0.511888565,8.450808431,13630,13760,1771,4.325872198,1
623,Kansas,24.28630994,6,2015,24.18746278,0.098847161,88.10773782,102.1592475,-14.05150971,15.5,1,0.098847161,14.05150971,13630,13760,1771,1.388951837,1
624,Minnesota,18.0580912,6,2015,17.82112608,0.236965118,99.90720602,122.304746,-22.39753995,15.5,1,0.236965118,22.39753995,13630,13760,1771,5.307435696,1
625,Missouri,23.42306831,6,2015,23.7269673,-0.303898983,195.3115116,129.5010802,65.8104314,15.5,1,0.303898983,65.8104314,13630,13760,1771,19.99972314,1
626,Nebraska,20.96175857,6,2015,20.84458905,0.117169521,124.0226481,110.3561021,13.66654596,15.5,1,0.117169521,13.66654596,13630,13760,1771,1.601302649,1
627,Ohio,21.00921806,6,2015,21.37796782,-0.368749761,211.0209769,128.6744579,82.34651901,15.5,1,0.368749761,82.34651901,13630,13760,1771,30.36525918,1
628,South Dakota,19.80395016,6,2015,19.11597217,0.687977986,109.6456912,101.0350744,8.610616806,15.5,1,0.687977986,8.610616806,13630,13760,1771,5.923914811,1
629,Wisconsin,17.63833653,6,2015,18.29192744,-0.653590908,114.0973084,136.144992,-22.0476836,15.5,1,0.653590908,22.0476836,13630,13760,1771,14.41016554,1
630,Illinois,23.76772603,6,2016,22.78324396,0.984482074,83.20164285,140.5203798,-57.31873699,12.5,1,0.984482074,57.31873699,14430,14170,2008,56.42926904,1
631,Indiana,22.72470225,6,2016,22.27126271,0.453439536,113.9354416,143.8606164,-29.92517474,12.5,1,0.453439536,29.92517474,14430,14170,2008,13.56925736,1
632,Iowa,22.78425946,6,2016,21.3182691,1.465990362,94.52998555,156.4125354,-61.8825499,12.5,1,1.465990362,61.8825499,14430,14170,2008,90.7192217,1
633,Kansas,25.22391211,6,2016,24.18746278,1.036449332,64.40877024,102.1592475,-37.75047729,12.5,1,1.036449332,37.75047729,14430,14170,2008,39.12645699,1
634,Minnesota,18.46999838,6,2016,17.82112608,0.648872298,108.8396442,122.304746,-13.46510175,12.5,1,0.648872298,13.46510175,14430,14170,2008,8.737131519,1
635,Missouri,24.94790116,6,2016,23.7269673,1.220933866,65.88411628,129.5010802,-63.61696395,12.5,1,1.220933866,63.61696395,14430,14170,2008,77.67210576,1
636,Nebraska,22.93297747,6,2016,20.84458905,2.088388426,59.88944372,110.3561021,-50.46665839,12.5,1,2.088388426,50.46665839,14430,14170,2008,105.3939853,1
637,Ohio,21.81115545,6,2016,21.37796782,0.433187634,86.61929643,128.6744579,-42.05516144,12.5,1,0.433187634,42.05516144,14430,14170,2008,18.21777588,1
638,South Dakota,21.44741432,6,2016,19.11597217,2.331442153,50.57134574,101.0350744,-50.46372863,12.5,1,2.331442153,50.46372863,14430,14170,2008,117.6532641,1
639,Wisconsin,18.78750591,6,2016,18.29192744,0.495578475,138.7158028,136.144992,2.570810772,12.5,1,0.495578475,2.570810772,14430,14170,2008,1.274038482,1
640,Illinois,22.64815179,6,2017,22.78324396,-0.135092164,86.61381794,140.5203798,-53.9065619,18,1,0.135092164,53.9065619,14065,14300,2110,7.282354107,1
641,Indiana,21.82412931,6,2017,22.27126271,-0.447133399,115.0568532,143.8606164,-28.80376315,18,1,0.447133399,28.80376315,14065,14300,2110,12.87912451,1
642,Iowa,21.80618115,6,2017,21.3182691,0.487912054,92.84798642,156.4125354,-63.56454902,18,1,0.487912054,63.56454902,14065,14300,2110,31.01390969,1
643,Kansas,23.84875642,6,2017,24.18746278,-0.338706358,88.82155924,102.1592475,-13.33768829,18,1,0.338706358,13.33768829,14065,14300,2110,4.517559824,1
644,Minnesota,18.23784272,6,2017,17.82112608,0.416716637,107.8501775,122.304746,-14.45456842,18,1,0.416716637,14.45456842,14065,14300,2110,6.023459148,1
645,Missouri,23.0169782,6,2017,23.7269673,-0.709989099,120.0918605,129.5010802,-9.409219767,18,1,0.709989099,9.409219767,14065,14300,2110,6.680443463,1
646,Nebraska,21.4855664,6,2017,20.84458905,0.640977357,42.66839195,110.3561021,-67.68771017,18,1,0.640977357,67.68771017,14065,14300,2110,43.38628957,1
647,Ohio,20.97614502,6,2017,21.37796782,-0.401822797,114.8327496,128.6744579,-13.8417083,18,1,0.401822797,13.8417083,14065,14300,2110,5.561913943,1
648,South Dakota,20.07556496,6,2017,19.11597217,0.959592789,63.37251303,101.0350744,-37.66256134,18,1,0.959592789,37.66256134,14065,14300,2110,36.14072228,1
649,Wisconsin,18.56050724,6,2017,18.29192744,0.268579802,161.2701872,136.144992,25.12519517,18,1,0.268579802,25.12519517,14065,14300,2110,6.748119952,1
650,Illinois,23.52621455,7,2008,24.06221025,-0.535995696,148.7360048,113.4187827,35.31722214,37.75,1,0.535995696,35.31722214,11715,12495,833,18.92987906,1
651,Indiana,22.92938755,7,2008,23.41451312,-0.485125567,107.8508938,111.0019434,-3.151049555,37.75,1,0.485125567,3.151049555,11715,12495,833,1.528654702,1
652,Iowa,22.94284409,7,2008,23.0350137,-0.092169607,146.6043734,107.2344135,39.36995992,37.75,1,0.092169607,39.36995992,11715,12495,833,3.628713727,1
653,Kansas,25.82114569,7,2008,26.32472341,-0.503577719,87.08952203,94.10617215,-7.016650125,37.75,1,0.503577719,7.016650125,11715,12495,833,3.533428663,1
654,Minnesota,20.02224674,7,2008,20.56295945,-0.540712707,79.15968144,96.65860463,-17.49892319,37.75,1,0.540712707,17.49892319,11715,12495,833,9.461890122,1
655,Missouri,24.814,7,2008,25.40571584,-0.591715843,163.1670465,119.0752093,44.09183721,37.75,1,0.591715843,44.09183721,11715,12495,833,26.08983862,1
656,Nebraska,23.82518131,7,2008,23.65582104,0.169360263,91.50399076,76.67238397,14.83160679,37.75,1,0.169360263,14.83160679,11715,12495,833,2.51188482,1
657,Ohio,22.44535198,7,2008,22.9414334,-0.496081429,92.45537628,113.3897298,-20.93435347,37.75,1,0.496081429,20.93435347,11715,12495,833,10.38514398,1
658,South Dakota,22.73789101,7,2008,22.83102622,-0.093135207,82.7407805,71.66892993,11.07185056,37.75,1,0.093135207,11.07185056,11715,12495,833,1.03117909,1
659,Wisconsin,20.44205229,7,2008,20.72360277,-0.281550474,100.5296499,102.0684181,-1.538768268,37.75,1,0.281550474,1.538768268,11715,12495,833,0.433240936,1
660,Illinois,21.27574688,7,2009,24.06221025,-2.786463373,117.8776584,113.4187827,4.458875675,24.75,1,2.786463373,4.458875675,12290,12525,1150,12.42449376,1
661,Indiana,20.66818202,7,2009,23.41451312,-2.746331097,116.9252047,111.0019434,5.923261382,24.75,1,2.746331097,5.923261382,12290,12525,1150,16.26723693,1
662,Iowa,20.05156983,7,2009,23.0350137,-2.983443873,115.4485495,107.2344135,8.214135947,24.75,1,2.983443873,8.214135947,12290,12525,1150,24.50641357,1
663,Kansas,24.18977697,7,2009,26.32472341,-2.134946433,106.2428285,94.10617215,12.13665635,24.75,1,2.134946433,12.13665635,12290,12525,1150,25.91111118,1
664,Minnesota,17.57281566,7,2009,20.56295945,-2.990143788,69.09669062,96.65860463,-27.56191401,24.75,1,2.990143788,27.56191401,12290,12525,1150,82.41408595,1
665,Missouri,22.73964244,7,2009,25.40571584,-2.666073401,113.9686744,119.0752093,-5.106534884,24.75,1,2.666073401,5.106534884,12290,12525,1150,13.61439683,1
666,Nebraska,21.20516216,7,2009,23.65582104,-2.450658881,78.29773722,76.67238397,1.625353243,24.75,1,2.450658881,1.625353243,12290,12525,1150,3.98318636,1
667,Ohio,20.32517034,7,2009,22.9414334,-2.616263063,105.6678533,113.3897298,-7.721876435,24.75,1,2.616263063,7.721876435,12290,12525,1150,20.20246009,1
668,South Dakota,20.07435741,7,2009,22.83102622,-2.756668807,91.79504332,71.66892993,20.12611338,24.75,1,2.756668807,20.12611338,12290,12525,1150,55.48102897,1
669,Wisconsin,17.5231459,7,2009,20.72360277,-3.200456872,57.19334192,102.0684181,-44.87507623,24.75,1,3.200456872,44.87507623,12290,12525,1150,143.6207461,1
670,Illinois,25.32809863,7,2010,24.06221025,1.265888376,138.2176634,113.4187827,24.79888074,27,1,1.265888376,24.79888074,13245,13360,1373,31.39261487,1
671,Indiana,24.6988156,7,2010,23.41451312,1.284302489,105.854152,111.0019434,-5.147791366,27,1,1.284302489,5.147791366,13245,13360,1373,6.611321263,1
672,Iowa,23.72233545,7,2010,23.0350137,0.68732175,198.7721262,107.2344135,91.53771267,27,1,0.68732175,91.53771267,13245,13360,1373,62.91586086,1
673,Kansas,26.45157783,7,2010,26.32472341,0.12685442,123.913981,94.10617215,29.80780885,27,1,0.12685442,29.80780885,13245,13360,1373,3.781252293,1
674,Minnesota,21.11155166,7,2010,20.56295945,0.548592214,127.1833942,96.65860463,30.52478959,27,1,0.548592214,30.52478959,13245,13360,1373,16.74566189,1
675,Missouri,26.26268314,7,2010,25.40571584,0.856967297,172.8390814,119.0752093,53.76387209,27,1,0.856967297,53.76387209,13245,13360,1373,46.07388012,1
676,Nebraska,23.58395795,7,2010,23.65582104,-0.071863099,109.5031805,76.67238397,32.83079648,27,1,0.071863099,32.83079648,13245,13360,1373,2.359322765,1
677,Ohio,24.0225511,7,2010,22.9414334,1.081117698,90.40227377,113.3897298,-22.98745598,27,1,1.081117698,22.98745598,13245,13360,1373,24.8521455,1
678,South Dakota,22.50599939,7,2010,22.83102622,-0.325026834,97.97125853,71.66892993,26.3023286,27,1,0.325026834,26.3023286,13245,13360,1373,8.548962599,1
679,Wisconsin,21.854343,7,2010,20.72360277,1.130740228,188.9699033,102.0684181,86.90148512,27,1,1.130740228,86.90148512,13245,13360,1373,98.26300514,1
680,Illinois,26.6609426,7,2011,24.06221025,2.598732348,90.86594886,113.4187827,-22.55283384,8.25,1,2.598732348,22.55283384,13470,13500,870,58.60877885,1
681,Indiana,25.998514,7,2011,23.41451312,2.584000886,71.74276264,111.0019434,-39.25918072,8.25,1,2.584000886,39.25918072,13470,13500,870,101.4457578,1
682,Iowa,25.6322527,7,2011,23.0350137,2.597238998,84.87675864,107.2344135,-22.35765487,8.25,1,2.597238998,22.35765487,13470,13500,870,58.06817314,1
683,Kansas,29.31571598,7,2011,26.32472341,2.990992576,73.80667134,94.10617215,-20.29950082,8.25,1,2.990992576,20.29950082,13470,13500,870,60.71565623,1
684,Minnesota,22.40834343,7,2011,20.56295945,1.845383988,123.1880975,96.65860463,26.52949288,8.25,1,1.845383988,26.52949288,13470,13500,870,48.95710138,1
685,Missouri,28.17386337,7,2011,25.40571584,2.768147529,67.61744767,119.0752093,-51.45776163,8.25,1,2.768147529,51.45776163,13470,13500,870,142.4426757,1
686,Nebraska,25.33761446,7,2011,23.65582104,1.681793412,98.2542136,76.67238397,21.58182962,8.25,1,1.681793412,21.58182962,13470,13500,870,36.29617888,1
687,Ohio,25.25083496,7,2011,22.9414334,2.309401556,103.5929796,113.3897298,-9.796750115,8.25,1,2.309401556,9.796750115,13470,13500,870,22.62462996,1
688,South Dakota,24.41026077,7,2011,22.83102622,1.579234551,87.98155141,71.66892993,16.31262147,8.25,1,1.579234551,16.31262147,13470,13500,870,25.76145545,1
689,Wisconsin,22.78947896,7,2011,20.72360277,2.065876189,116.8879193,102.0684181,14.8195011,8.25,1,2.065876189,14.8195011,13470,13500,870,30.61525447,1
690,Illinois,27.65946045,7,2012,24.06221025,3.597250197,34.28068035,113.4187827,-79.13810235,-37.5,0,3.597250197,79.13810235,12970,12720,1183,284.6795543,1
691,Indiana,26.80964083,7,2012,23.41451312,3.395127713,64.08013385,111.0019434,-46.92180951,-37.5,0,3.395127713,46.92180951,12970,12720,1183,159.3055358,1
692,Iowa,26.38640732,7,2012,23.0350137,3.351393623,30.17796038,107.2344135,-77.05645313,-37.5,0,3.351393623,77.05645313,12970,12720,1183,258.2465056,1
693,Kansas,29.0698734,7,2012,26.32472341,2.745149998,38.09548206,94.10617215,-56.0106901,-37.5,0,2.745149998,56.0106901,12970,12720,1183,153.7577458,1
694,Minnesota,23.25731742,7,2012,20.56295945,2.694357971,86.64656173,96.65860463,-10.0120429,-37.5,0,2.694357971,10.0120429,12970,12720,1183,26.9760276,1
695,Missouri,28.73751744,7,2012,25.40571584,3.331801599,46.96898837,119.0752093,-72.10622093,-37.5,0,3.331801599,72.10622093,12970,12720,1183,240.2436222,1
696,Nebraska,26.73971163,7,2012,23.65582104,3.083890588,29.81622994,76.67238397,-46.85615403,-37.5,0,3.083890588,46.85615403,12970,12720,1183,144.4992524,1
697,Ohio,25.35246086,7,2012,22.9414334,2.411027456,87.34259685,113.3897298,-26.0471329,-37.5,0,2.411027456,26.0471329,12970,12720,1183,62.80035257,1
698,South Dakota,26.05550391,7,2012,22.83102622,3.224477689,47.76766752,71.66892993,-23.90126241,-37.5,0,3.224477689,23.90126241,12970,12720,1183,77.06908739,1
699,Wisconsin,23.69231679,7,2012,20.72360277,2.968714022,81.20692488,102.0684181,-20.86149327,-37.5,0,2.968714022,20.86149327,12970,12720,1183,61.93180759,1
700,Illinois,22.89867573,7,2013,24.06221025,-1.163534517,79.102664,113.4187827,-34.3161187,-30.5,0,1.163534517,34.3161187,13950,12750,1959,39.92798859,1
701,Indiana,22.4414778,7,2013,23.41451312,-0.973035317,86.38791168,111.0019434,-24.61403168,-30.5,0,0.973035317,24.61403168,13950,12750,1959,23.95032212,1
702,Iowa,22.43479728,7,2013,23.0350137,-0.600216422,43.88464186,107.2344135,-63.34977165,-30.5,0,0.600216422,63.34977165,13950,12750,1959,38.02357329,1
703,Kansas,25.06475751,7,2013,26.32472341,-1.259965894,113.9489919,94.10617215,19.84281975,-30.5,0,1.259965894,19.84281975,13950,12750,1959,25.00127613,1
704,Minnesota,20.48354702,7,2013,20.56295945,-0.07941243,72.84985318,96.65860463,-23.80875145,-30.5,0,0.07941243,23.80875145,13950,12750,1959,1.890710808,1
705,Missouri,23.90347674,7,2013,25.40571584,-1.502239099,80.37821512,119.0752093,-38.69699419,-30.5,0,1.502239099,38.69699419,13950,12750,1959,58.13213767,1
706,Nebraska,22.88035562,7,2013,23.65582104,-0.77546542,53.71767381,76.67238397,-22.95471016,-30.5,0,0.77546542,22.95471016,13950,12750,1959,17.80058396,1
707,Ohio,22.63693826,7,2013,22.9414334,-0.304495148,178.2065534,113.3897298,64.81682361,-30.5,0,0.304495148,64.81682361,13950,12750,1959,19.73640831,1
708,South Dakota,22.20071111,7,2013,22.83102622,-0.630315112,62.79353389,71.66892993,-8.875396046,-30.5,0,0.630315112,8.875396046,13950,12750,1959,5.594296249,1
709,Wisconsin,20.5267552,7,2013,20.72360277,-0.196847565,61.52940017,102.0684181,-40.53901798,-30.5,0,0.196847565,40.53901798,13950,12750,1959,7.980006963,1
710,Illinois,21.26009902,7,2014,24.06221025,-2.80211123,91.04274502,113.4187827,-22.37603768,20,1,2.80211123,22.37603768,13860,13335,1801,62.70014647,1
711,Indiana,20.7065428,7,2014,23.41451312,-2.707970319,89.47875572,111.0019434,-21.52318763,20,1,2.707970319,21.52318763,13860,13335,1801,58.28415327,1
712,Iowa,20.50069187,7,2014,23.0350137,-2.534321832,88.62654052,107.2344135,-18.607873,20,1,2.534321832,18.607873,13860,13335,1801,47.15833878,1
713,Kansas,24.19921814,7,2014,26.32472341,-2.125505264,67.09868344,94.10617215,-27.00748871,20,1,2.125505264,27.00748871,13860,13335,1801,57.40455943,1
714,Minnesota,19.09560656,7,2014,20.56295945,-1.467352883,72.6405183,96.65860463,-24.01808633,20,1,1.467352883,24.01808633,13860,13335,1801,35.24300823,1
715,Missouri,22.61557703,7,2014,25.40571584,-2.790138808,70.79402907,119.0752093,-48.28118023,20,1,2.790138808,48.28118023,13860,13335,1801,134.7111947,1
716,Nebraska,21.79804108,7,2014,23.65582104,-1.857779961,49.83216514,76.67238397,-26.84021883,20,1,1.857779961,26.84021883,13860,13335,1801,49.8632207,1
717,Ohio,20.88532815,7,2014,22.9414334,-2.056105258,89.64664676,113.3897298,-23.74308299,20,1,2.056105258,23.74308299,13860,13335,1801,48.81827777,1
718,South Dakota,20.81588783,7,2014,22.83102622,-2.015138388,31.3781698,71.66892993,-40.29076013,20,1,2.015138388,40.29076013,13860,13335,1801,81.19145744,1
719,Wisconsin,18.80884634,7,2014,20.72360277,-1.914756433,69.81792793,102.0684181,-32.25049022,20,1,1.914756433,32.25049022,13860,13335,1801,61.75183363,1
720,Illinois,23.41830061,7,2015,24.06221025,-0.643909643,132.1035923,113.4187827,18.68480962,20.75,1,0.643909643,18.68480962,13530,13735,1599,12.0313291,1
721,Indiana,22.72579749,7,2015,23.41451312,-0.688715629,164.7636162,111.0019434,53.76167279,20.75,1,0.688715629,53.76167279,13530,13735,1599,37.02650432,1
722,Iowa,22.27072881,7,2015,23.0350137,-0.764284887,142.6127168,107.2344135,35.37830325,20.75,1,0.764284887,35.37830325,13530,13735,1599,27.03910249,1
723,Kansas,26.07620076,7,2015,26.32472341,-0.248522643,126.6409583,94.10617215,32.53478612,20.75,1,0.248522643,32.53478612,13530,13735,1599,8.085631044,1
724,Minnesota,20.68628363,7,2015,20.56295945,0.123324186,105.2335854,96.65860463,8.574980794,20.75,1,0.123324186,8.574980794,13530,13735,1599,1.057502524,1
725,Missouri,25.23054942,7,2015,25.40571584,-0.175166424,209.998093,119.0752093,90.92288372,20.75,1,0.175166424,90.92288372,13530,13735,1599,15.92663644,1
726,Nebraska,22.97075045,7,2015,23.65582104,-0.685070598,89.86510412,76.67238397,13.19272015,20.75,1,0.685070598,13.19272015,13530,13735,1599,9.037944683,1
727,Ohio,21.965714,7,2015,22.9414334,-0.975719406,131.6129804,113.3897298,18.22325065,20.75,1,0.975719406,18.22325065,13530,13735,1599,17.78077929,1
728,South Dakota,22.31292887,7,2015,22.83102622,-0.518097351,81.79991183,71.66892993,10.1309819,20.75,1,0.518097351,10.1309819,13530,13735,1599,5.248834884,1
729,Wisconsin,20.18563374,7,2015,20.72360277,-0.537969029,87.36264588,102.0684181,-14.70577226,20.75,1,0.537969029,14.70577226,13530,13735,1599,7.91125003,1
730,Illinois,24.1921504,7,2016,24.06221025,0.129940151,177.0346996,113.4187827,63.61591686,16.5,1,0.129940151,63.61591686,14540,14200,2081,8.266261865,1
731,Indiana,23.67101917,7,2016,23.41451312,0.25650606,143.0232917,111.0019434,32.0213483,16.5,1,0.25650606,32.0213483,14540,14200,2081,8.213669874,1
732,Iowa,22.68040067,7,2016,23.0350137,-0.35461303,148.1643036,107.2344135,40.92989012,16.5,1,0.35461303,40.92989012,14540,14200,2081,14.51427237,1
733,Kansas,26.44369356,7,2016,26.32472341,0.118970156,139.5540538,94.10617215,45.44788164,16.5,1,0.118970156,45.44788164,14540,14200,2081,5.406941572,1
734,Minnesota,20.5268604,7,2016,20.56295945,-0.036099042,160.7179562,96.65860463,64.05935153,16.5,1,0.036099042,64.05935153,14540,14200,2081,2.312481239,1
735,Missouri,25.60801163,7,2016,25.40571584,0.202295785,177.0477674,119.0752093,57.97255814,16.5,1,0.202295785,57.97255814,14540,14200,2081,11.72760415,1
736,Nebraska,23.38045185,7,2016,23.65582104,-0.275369196,94.79661292,76.67238397,18.12422894,16.5,1,0.275369196,18.12422894,14540,14200,2081,4.990854355,1
737,Ohio,23.7678404,7,2016,22.9414334,0.826406992,87.58460611,113.3897298,-25.80512364,16.5,1,0.826406992,25.80512364,14540,14200,2081,21.3255346,1
738,South Dakota,22.78077321,7,2016,22.83102622,-0.050253009,78.44718911,71.66892993,6.778259172,16.5,1,0.050253009,6.778259172,14540,14200,2081,0.340627921,1
739,Wisconsin,21.01715448,7,2016,20.72360277,0.29355171,139.2843155,102.0684181,37.21589738,16.5,1,0.29355171,37.21589738,14540,14200,2081,10.92479031,1
740,Illinois,24.40241364,7,2017,24.06221025,0.340203387,124.9261702,113.4187827,11.50738755,24.75,1,0.340203387,11.50738755,14255,14350,2325,3.914852218,1
741,Indiana,23.4957539,7,2017,23.41451312,0.081240781,159.9127113,111.0019434,48.91076799,24.75,1,0.081240781,48.91076799,14255,14350,2325,3.973549005,1
742,Iowa,23.72810898,7,2017,23.0350137,0.69309528,73.17616425,107.2344135,-34.05824926,24.75,1,0.69309528,34.05824926,14255,14350,2325,23.60561182,1
743,Kansas,26.61527421,7,2017,26.32472341,0.290550804,64.6705492,94.10617215,-29.43562296,24.75,1,0.290550804,29.43562296,14255,14350,2325,8.552543909,1
744,Minnesota,20.46502194,7,2017,20.56295945,-0.097937509,69.86970773,96.65860463,-26.7888969,24.75,1,0.097937509,26.7888969,14255,14350,2325,2.623637819,1
745,Missouri,25.97183721,7,2017,25.40571584,0.566121366,87.97275,119.0752093,-31.1024593,24.75,1,0.566121366,31.1024593,14255,14350,2325,17.60776675,1
746,Nebraska,24.83698394,7,2017,23.65582104,1.181162892,71.13693177,76.67238397,-5.535452202,24.75,1,1.181162892,5.535452202,14255,14350,2325,6.538270731,1
747,Ohio,22.76214401,7,2017,22.9414334,-0.179289399,167.385431,113.3897298,53.99570127,24.75,1,0.179289399,53.99570127,14255,14350,2325,9.68085681,1
748,South Dakota,24.41594869,7,2017,22.83102622,1.584922468,54.01419344,71.66892993,-17.6547365,24.75,1,1.584922468,17.6547365,14255,14350,2325,27.98138854,1
749,Wisconsin,20.39630099,7,2017,20.72360277,-0.327301776,117.9021528,102.0684181,15.83373462,24.75,1,0.327301776,15.83373462,14255,14350,2325,5.182409456,1
750,Illinois,22.03793814,8,2008,22.70205446,-0.66411632,48.21528989,85.32009712,-37.10480723,39.25,1,0.66411632,37.10480723,12288,12745,1133,24.64190803,1
751,Indiana,21.80817409,8,2008,22.20934204,-0.401167946,53.48924577,83.58744827,-30.09820249,39.25,1,0.401167946,30.09820249,12288,12745,1133,12.07443407,1
752,Iowa,21.15822336,8,2008,21.36846909,-0.210245725,51.52465168,105.4467261,-53.92207438,39.25,1,0.210245725,53.92207438,12288,12745,1133,11.33688564,1
753,Kansas,23.95563064,8,2008,24.50713608,-0.551505441,98.1675035,95.05204052,3.115462985,39.25,1,0.551505441,3.115462985,12288,12745,1133,1.718194786,1
754,Minnesota,19.18080357,8,2008,19.0607742,0.120029368,55.33904671,91.12705929,-35.78801258,39.25,1,0.120029368,35.78801258,12288,12745,1133,4.295612543,1
755,Missouri,23.37498837,8,2008,23.88876034,-0.513771964,65.72234302,104.1510203,-38.42867733,39.25,1,0.513771964,38.42867733,12288,12745,1133,19.74357702,1
756,Nebraska,21.82750334,8,2008,21.99901145,-0.171508111,56.59864983,81.02969472,-24.43104489,39.25,1,0.171508111,24.43104489,12288,12745,1133,4.190122358,1
757,Ohio,21.28503962,8,2008,21.79774133,-0.512701709,46.81643795,79.17179749,-32.35535954,39.25,1,0.512701709,32.35535954,12288,12745,1133,16.58864813,1
758,South Dakota,21.90209547,8,2008,21.25259372,0.649501755,44.26064747,68.81680212,-24.55615464,39.25,1,0.649501755,24.55615464,12288,12745,1133,15.94926553,1
759,Wisconsin,19.19978019,8,2008,19.34231708,-0.142536894,41.12369887,97.81545053,-56.69175166,39.25,1,0.142536894,56.69175166,12288,12745,1133,8.08066622,1
760,Illinois,21.63307359,8,2009,22.70205446,-1.068980869,111.9755823,85.32009712,26.65548519,17.75,1,1.068980869,26.65548519,12761,12875,1621,28.49420373,1
761,Indiana,21.58434556,8,2009,22.20934204,-0.624996484,88.08920945,83.58744827,4.501761184,17.75,1,0.624996484,4.501761184,12761,12875,1621,2.81358491,1
762,Iowa,20.26580734,8,2009,21.36846909,-1.102661747,144.18204,105.4467261,38.73531397,17.75,1,1.102661747,38.73531397,12761,12875,1621,42.71194896,1
763,Kansas,23.46525669,8,2009,24.50713608,-1.04187939,101.9923128,95.05204052,6.940272264,17.75,1,1.04187939,6.940272264,12761,12875,1621,7.23092663,1
764,Minnesota,17.86923079,8,2009,19.0607742,-1.191543417,103.9381743,91.12705929,12.81111505,17.75,1,1.191543417,12.81111505,12761,12875,1621,15.2649998,1
765,Missouri,22.66529651,8,2009,23.88876034,-1.223463824,116.4498837,104.1510203,12.29886337,17.75,1,1.223463824,12.29886337,12761,12875,1621,15.04721442,1
766,Nebraska,20.6957664,8,2009,21.99901145,-1.303245055,96.17660643,81.02969472,15.14691172,17.75,1,1.303245055,15.14691172,12761,12875,1621,19.74013779,1
767,Ohio,21.70104358,8,2009,21.79774133,-0.096697747,76.06869162,79.17179749,-3.103105861,17.75,1,0.096697747,3.103105861,12761,12875,1621,0.300063346,1
768,South Dakota,19.73582094,8,2009,21.25259372,-1.516772779,74.60146247,68.81680212,5.784660354,17.75,1,1.516772779,5.784660354,12761,12875,1621,8.774015363,1
769,Wisconsin,18.30491175,8,2009,19.34231708,-1.037405336,123.0648985,97.81545053,25.24944801,17.75,1,1.037405336,25.24944801,12761,12875,1621,26.1939121,1
770,Illinois,23.77804658,8,2011,22.70205446,1.075992125,48.60453823,85.32009712,-36.71555889,27,1,1.075992125,36.71555889,12914,13160,714,39.50565223,1
771,Indiana,22.82423526,8,2011,22.20934204,0.614893222,66.80066705,83.58744827,-16.78678122,27,1,0.614893222,16.78678122,12914,13160,714,10.32207799,1
772,Iowa,22.2834449,8,2011,21.36846909,0.914975809,74.54380249,105.4467261,-30.90292357,27,1,0.914975809,30.90292357,12914,13160,714,28.2754275,1
773,Kansas,27.05525066,8,2011,24.50713608,2.548114577,88.42192122,95.05204052,-6.630119298,27,1,2.548114577,6.630119298,12914,13160,714,16.89430363,1
774,Minnesota,19.91231264,8,2011,19.0607742,0.851538433,67.73005156,91.12705929,-23.39700773,27,1,0.851538433,23.39700773,12914,13160,714,19.92345131,1
775,Missouri,25.53739826,8,2011,23.88876034,1.64863792,101.7698023,104.1510203,-2.381218023,27,1,1.64863792,2.381218023,12914,13160,714,3.925766329,1
776,Nebraska,23.16210194,8,2011,21.99901145,1.163090483,92.67735597,81.02969472,11.64766125,27,1,1.163090483,11.64766125,12914,13160,714,13.54728395,1
777,Ohio,22.14236191,8,2011,21.79774133,0.344620581,106.889058,79.17179749,27.71726047,27,1,0.344620581,27.71726047,12914,13160,714,9.551938404,1
778,South Dakota,22.11145346,8,2011,21.25259372,0.858859744,63.66432665,68.81680212,-5.152475466,27,1,0.858859744,5.152475466,12914,13160,714,4.425253759,1
779,Wisconsin,20.11499021,8,2011,19.34231708,0.772673126,80.58807565,97.81545053,-17.22737488,27,1,0.772673126,17.22737488,12914,13160,714,13.3111296,1
780,Illinois,23.18317838,8,2012,22.70205446,0.481123919,82.02889051,85.32009712,-3.291206608,6.5,1,0.481123919,3.291206608,10779,11225,650,1.58347822,1
781,Indiana,22.20151517,8,2012,22.20934204,-0.007826871,97.48725343,83.58744827,13.89980517,6.5,1,0.007826871,13.89980517,10779,11225,650,0.108791979,1
782,Iowa,21.70904508,8,2012,21.36846909,0.340575997,72.64823045,105.4467261,-32.79849561,6.5,1,0.340575997,32.79849561,10779,11225,650,11.17038035,1
